ROWID,Country,State lgd code,State,YearCode,Year,Base year,Gross State Value Added by Agriculture sector at current prices,Gross State Domestic Product at current prices,Net State Value Added by Industry sector at current prices,Gross State Value Added by Services sector at constant prices,Net State Value Added by Construction sector at current prices,Net State Domestic Product at current prices,Net State Value Added by Services sector at current prices,Gross State Value Added by Manufacturing sector at current prices,Gross State Value Added by Industry sector at current prices,Net State Value Added by Agriculture sector at current prices,Gross State Value Added by Banking and Insurance sector at current prices,Net State Value Added by Manufacturing sector at current prices,Net State Value Added by Construction sector at constant prices,Gross State Value Added by Services sector at current prices,Gross State Value Added by Construction sector at constant prices,Per capita Net State Domestic Product at current prices,Net State Domestic Product at constant prices,Gross State Value Added by Agriculture sector at constant prices,Gross State Value Added by Manufacturing sector at constant prices,Gross State Value Added by Industry sector at constant prices,Net State Value Added by Services sector at constant prices,Net State Value Added by Banking and Insurance sector at constant prices,Per capita Net State Domestic Product at constant prices,Net State Value Added by Manufacturing sector at constant prices,Net State Value Added by Industry sector at constant prices,Gross State Domestic Product at constant prices,Gross State Value Added by Banking and Insurance sector at constant prices,Gross State Value Added by Construction sector at current prices,Net State Value Added by Agriculture sector at constant prices,Net State Value Added by Banking and Insurance sector at current prices
278,India,30,Goa,2018,"Financial Year (Apr - Mar), 2018",2011-12,200768,7185334,3162064,1748821,217266,6508273,2183700,2708429,3505175,186868,251363,2559577,166749,2492122,180973,423716,5176801,111557,2727887,3297789,1496633,196102,337031,2601351,3005695,5740649,200795,232678,102020,245642
279,India,30,Goa,2019,"Financial Year (Apr - Mar), 2019",2011-12,189443,7482837,3146059,1861297,217027,6735570,2412277,2643511,3521078,174169,262796,2484027,157814,2756130,174085,435959,4691961,101055,2187389,2783075,1582390,193338,303687,2053093,2465049,5309957,198376,234421,90977,256638
280,India,30,Goa,2020,"Financial Year (Apr - Mar), 2020",2011-12,,8150222,3876584,,240105,7353340,,,4297674,,,,169497,,185194,472216,5824777,,,4163301,,229644,374055,,,6498194,,247984,,
281,India,32,Kerala,2011,"Financial Year (Apr - Mar), 2011",2011-12,2904593,36404788,8609559,19322139,5058202,32802112,17390244,3420404,9469578,2156600,1430848,3000616,5058202,19322138,5308794,97912,32802112,2904593,3420404,9469578,17390244,1408254,97912,3000616,8609559,36404789,1430848,5308794,2156600,1408254
282,India,32,Kerala,2012,"Financial Year (Apr - Mar), 2012",2011-12,2640015,41231300,9427212,21044915,5251556,37138412,20518324,4054145,10404749,1773676,1629698,3587813,4873178,22687130,5144715,110314,34861581,2869263,3846915,9683751,19042424,1501329,103551,3404420,8782043,38769346,1527917,5544177,1927695,1601339
283,India,32,Kerala,2013,"Financial Year (Apr - Mar), 2013",2011-12,2837347,46504121,10307753,22439908,6045684,41726497,23420717,4069129,11478345,1829736,1853055,3540229,5295563,25930423,5615519,123388,36470677,2599876,3668087,10128080,20439675,1669300,107846,3226609,9163934,40278133,1696260,6436556,1810319,1822101
284,India,32,Kerala,2014,"Financial Year (Apr - Mar), 2014",2011-12,3048091,51256405,11144057,23444940,6598421,46061432,26006230,4295381,12445420,1887211,2083412,3673903,5434182,28641945,5744060,135537,38213426,2474420,3772760,10543757,21507602,1807803,112444,3276047,9515165,41995555,1838230,7013906,1710998,2046259
285,India,32,Kerala,2015,"Financial Year (Apr - Mar), 2015",2011-12,2617784,56199361,11618076,25044795,6610948,50590997,28617911,5161952,13007946,1391992,2233510,4425392,5424132,31506482,5741786,148133,41115015,2278769,4845374,11239427,23021095,2044108,120387,4226212,10137461,45121002,2081052,7028829,1444814,2187846
286,India,32,Kerala,2016,"Financial Year (Apr - Mar), 2016",2011-12,2917374,63488640,13229218,26614463,7197089,57059076,31895641,6200811,14746355,1573753,2342845,5394018,5828664,35357484,6190002,166246,44361530,2319185,5726838,12587171,24479104,2134932,129251,5059920,11401635,48530154,2176956,7667316,1513952,1102011
287,India,32,Kerala,2017,"Financial Year (Apr - Mar), 2017",2011-12,3199378,70158826,14638779,28326851,7766067,63209367,36030151,6815444,16294017,1705411,2541583,6003413,5993034,39718355,6389058,183252,47318179,2354343,6074124,13321594,26083395,2153266,137181,5443664,12114828,51618976,2193637,8310947,1545933,2486710
288,India,32,Kerala,2018,"Financial Year (Apr - Mar), 2018",2011-12,3014930,79030231,16103270,30530378,8814278,71292314,40086680,7272240,17952695,1400598,2757180,6387402,6597445,44232376,7026607,205657,50445748,2247791,6182346,14082398,28162387,2169840,145521,5550566,12832348,54967293,2210445,9443046,1391218,2695362
289,India,32,Kerala,2019,"Financial Year (Apr - Mar), 2019",2011-12,3014721,85468899,16594612,31778122,9228234,77309933,43238217,7406537,18491576,1318957,2991065,6505359,6834023,47681015,7286730,221904,52106993,2147193,6277622,14382735,29302570,2186391,149563,5513802,12981615,56863552,2227383,9886531,1307884,2924003
290,India,32,Kerala,2020,"Financial Year (Apr - Mar), 2020",2011-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,India,33,Tamil Nadu,2011,"Financial Year (Apr - Mar), 2011",2011-12,5375639,75148576,21794938,34982521,8815014,67447835,31466701,15176801,25546469,5031026,4019599,12163483,8815014,34982521,9247221,93112,67447835,5375639,15176801,25546469,31466701,3956126,93112,12163483,21794938,75148576,4019599,9247221,5031026,3956126
292,India,33,Tamil Nadu,2012,"Financial Year (Apr - Mar), 2012",2011-12,4696012,85482535,25479536,37378289,9727212,76829511,36409113,17826090,29646862,4297673,4466210,14643962,8783324,40403840,9268389,105340,70934313,4218362,16945553,27310251,33587956,4331047,97257,13887693,23308260,79182431,4407747,10235643,3849207,4387096
293,India,33,Tamil Nadu,2013,"Financial Year (Apr - Mar), 2013",2011-12,6297031,96853045,25652194,40725561,10718798,85887000,41886508,18141699,31178694,5824735,5103346,13795257,9377658,46753514,10030098,116960,75041616,5048372,16632909,27781443,36233938,4840028,102191,12569147,22609747,85197558,4920896,11412163,4644185,5018353
294,India,33,Tamil Nadu,2014,"Financial Year (Apr - Mar), 2014",2011-12,7180913,107267797,27003743,44270500,11213792,95735023,47484755,18218939,32088758,6646517,5719637,14470977,9472626,53271532,10122449,129494,79191510,5248786,16209238,27393094,39200259,5330790,107117,12842743,22809286,89391507,5424269,11914451,4813262,5614181
295,India,33,Tamil Nadu,2015,"Financial Year (Apr - Mar), 2015",2011-12,7021598,117650003,31872749,46001730,11685931,105708405,51292407,22055435,37096988,6444946,6009648,18350184,9977262,57309017,10666070,142028,86243698,5004574,19970561,31813843,40754573,5463078,115875,16648495,27108377,96756246,5569766,12424622,4554362,5886780
296,India,33,Tamil Nadu,2016,"Financial Year (Apr - Mar), 2016",2011-12,5634803,130263858,35854061,48966757,12547451,117197332,56533089,24975949,41422601,5007227,6172968,21164450,10555117,63264719,11337286,156595,92208431,3503454,22451412,35054682,43128416,5596716,123206,19033037,30020471,103676212,5715879,13367262,3030753,6036766
297,India,33,Tamil Nadu,2017,"Financial Year (Apr - Mar), 2017",2011-12,7720780,146505091,40319644,52205510,13665134,131798419,62624550,28197896,46309078,7048330,7391545,24119365,10889420,70534707,11780600,175276,100030816,4493518,24898500,38116505,45572834,6251278,133029,21327739,32810688,112579344,6387307,14603779,3998578,7231959
298,India,33,Tamil Nadu,2018,"Financial Year (Apr - Mar), 2018",2011-12,8116011,163020915,44972742,55157012,15510462,146844896,71253856,31626465,51470248,7389318,8309441,27163843,11434974,80049143,12450920,194373,107160190,4622819,26968103,41011132,48070140,6482646,141844,23197149,35440181,120466736,6637789,16611471,4102914,8120306
299,India,33,Tamil Nadu,2019,"Financial Year (Apr - Mar), 2019",2011-12,9439080,179722872,48501646,58132746,16312619,161971992,78742174,34276701,55592857,8639582,9314680,29495946,11951977,88411303,13084239,213396,113343813,5024271,28936387,43538107,50381430,6852753,149329,24935630,37483071,127855872,7031336,17523041,4472287,9096420
300,India,33,Tamil Nadu,2020,"Financial Year (Apr - Mar), 2020",2011-12,10441049,190268887,49784986,58776738,16966584,171654353,83830335,34825114,57092934,9556683,10323136,29967869,11995691,94045752,13132095,225106,115137117,5370312,29067989,43608234,51041349,7594667,150990,25049036,37565768,129665935,7792585,18225531,4780310,10081246
301,India,34,Puducherry,2011,"Financial Year (Apr - Mar), 2011",2011-12,20453,1681801,639846,685793,232607,1515956,612217,427827,720030,11067,59157,368161,232607,685793,244130,119649,1515956,20453,427827,720030,612217,58223,119649,368161,639846,1681801,59157,244130,11067,58223
302,India,34,Puducherry,2012,"Financial Year (Apr - Mar), 2012",2011-12,30492,1887545,654510,736285,232470,1698434,726710,437890,746648,19590,63963,369736,207325,810076,219651,130548,1550737,23323,415760,693095,657258,61594,119196,350079,604477,1731043,62692,245390,13206,62830
303,India,34,Puducherry,2013,"Financial Year (Apr - Mar), 2013",2011-12,32407,2187012,849690,743942,279121,1977763,778158,580331,951161,19414,68944,513276,247738,870113,264719,148147,1723851,23707,543613,859965,659460,62014,129127,480749,764905,1917025,63110,297167,12562,67792
304,India,34,Puducherry,2014,"Financial Year (Apr - Mar), 2014",2011-12,40210,2257396,755427,793655,300553,2014280,883876,472373,876160,25375,73148,393468,213530,988533,230941,146921,1605468,27093,418220,698837,701973,64872,117102,347223,589985,1820665,66068,319326,14972,71799
305,India,34,Puducherry,2015,"Financial Year (Apr - Mar), 2015",2011-12,37945,2661654,989979,806348,305853,2430265,995355,707213,1092171,21958,83634,637709,214596,1105396,232624,172727,1702466,21441,485688,770134,709818,76012,121000,423511,678410,1906024,77474,325189,8918,81950
306,India,34,Puducherry,2016,"Financial Year (Apr - Mar), 2016",2011-12,39341,2957266,1099276,872871,336926,2707301,1116447,769596,1206870,21955,87792,701069,230991,1238457,251994,187357,1828739,20938,509382,825831,766697,79880,126556,447961,728737,2047796,81575,358939,7789,85855
307,India,34,Puducherry,2017,"Financial Year (Apr - Mar), 2017",2011-12,39922,3212982,1189914,930526,370018,2943727,1240830,849425,1301463,21368,97650,773533,272350,1375297,296622,198364,2001466,19199,556111,932889,817908,85457,134870,489571,821319,2230818,84281,395583,5478,95499
308,India,34,Puducherry,2018,"Financial Year (Apr - Mar), 2018",2011-12,43913,3417862,1309147,992647,429610,3116020,1378884,934980,1433284,24775,108615,851431,314096,1529087,342058,204463,2043912,21119,604663,1026259,872371,90261,134115,507737,886131,2291858,87077,459956,8109,106208
309,India,34,Puducherry,2019,"Financial Year (Apr - Mar), 2019",2011-12,45253,3800369,1471408,1071574,476702,3457849,1550170,1000256,1613269,25512,121613,908277,331168,1739964,350466,220949,2221021,21779,637169,1153490,936763,94960,141918,534533,964705,2500937,96497,512723,8269,118918
310,India,34,Puducherry,2020,"Financial Year (Apr - Mar), 2020",2011-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,India,35,Andaman And Nicobar Islands,2011,"Financial Year (Apr - Mar), 2011",2011-12,26565,397843,61418,265222,50758,340362,231097,6334,78820,22673,12774,5052,50758,265222,53695,89100,340362,26565,6334,78820,231097,12572,89100,5052,61418,397843,12774,53695,22673,12572
312,India,35,Andaman And Nicobar Islands,2012,"Financial Year (Apr - Mar), 2012",2011-12,26839,442118,69566,277645,57139,379305,262372,6450,87837,22388,11323,5113,53354,300411,56388,98777,355752,27265,6372,84408,241272,10986,92644,5098,66936,415648,11174,60319,23144,11130
313,India,35,Andaman And Nicobar Islands,2013,"Financial Year (Apr - Mar), 2013",2011-12,31672,502263,74166,289544,63865,428798,291199,6685,99571,26405,12458,5210,57509,331892,61396,111087,381115,30156,6658,94900,251774,11829,98735,5300,71290,448839,12028,67996,25657,12249
314,India,35,Andaman And Nicobar Islands,2014,"Financial Year (Apr - Mar), 2014",2011-12,34094,547722,99585,309931,64941,491480,330552,4948,112169,28134,13028,3505,60191,366142,63828,126344,415107,31657,4810,101821,276135,12240,106711,3512,83149,474163,12456,68927,26841,12796
315,India,35,Andaman And Nicobar Islands,2015,"Financial Year (Apr - Mar), 2015",2011-12,43321,603173,103094,330518,72172,535919,357369,7763,115711,36906,18116,6360,66193,403670,70447,137064,448321,31762,7549,112411,288934,16468,114660,6277,99264,509208,16790,76734,26766,17746
316,India,35,Andaman And Nicobar Islands,2016,"Financial Year (Apr - Mar), 2016",2011-12,37909,683587,109931,382313,79650,604844,415941,8772,126583,30989,16138,7338,74790,469202,79480,153904,509062,26905,8337,123356,338021,14618,129532,7039,108419,575196,14995,84854,21714,15782
317,India,35,Andaman And Nicobar Islands,2017,"Financial Year (Apr - Mar), 2017",2011-12,54123,789041,119600,414325,91716,705900,461981,7891,136820,46917,18567,6288,86009,518995,91946,178709,574969,31781,7301,137029,365109,15702,145562,5907,121566,646445,16044,97969,26480,18166
318,India,35,Andaman And Nicobar Islands,2018,"Financial Year (Apr - Mar), 2018",2011-12,48192,900318,126045,435261,96034,808847,515934,7407,144659,40375,21341,5696,79526,579016,85810,204254,610763,26044,6616,127688,382776,16650,154233,5188,111491,686699,17048,102844,20455,20855
319,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",2011-12,47219,971923,134484,459895,103473,870221,564242,6173,155385,38645,23848,4376,85507,634319,93171,218649,636338,24141,5495,136012,402381,17545,159884,4014,117719,719844,18002,111666,18224,23289
320,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",2011-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,India,36,Telangana,2011,"Financial Year (Apr - Mar), 2011",2011-12,3236819,35943411,8960274,17759661,2172794,32513934,16079475,6215158,10383862,2955435,2126507,5292515,2172794,17759661,2279090,91121,32513934,3236819,6215158,10383862,16079475,2092928,91121,5292515,8960274,35943411,2126507,2279090,2955435,2092928
322,India,36,Telangana,2012,"Financial Year (Apr - Mar), 2012",2011-12,4057045,40159361,8346104,19259624,2234923,36402979,19063881,5543115,9759104,3732206,2363216,4610226,2197135,21030774,2314468,101007,33420472,3554096,5259759,9384634,17390421,2291698,92732,4362566,8010472,37011312,2332282,2357908,3254793,2321354
323,India,36,Telangana,2013,"Financial Year (Apr - Mar), 2013",2011-12,4709285,45158040,8716685,20943951,2310513,40828170,21899691,5714839,10282574,4335723,2659553,4785738,1997696,24227296,2136705,112162,34959266,3723456,5218160,9306422,18740316,2522425,96039,4350148,7845226,38995678,2564472,2458242,3407312,2615361
324,India,36,Telangana,2014,"Financial Year (Apr - Mar), 2014",2011-12,4170637,50584879,8879203,23642720,2617068,45627996,25686625,5453348,10436581,3752802,3026141,4515593,2183335,28601072,2333163,124104,37289674,2954636,4827558,9083520,21086218,2820426,101424,3985411,7689295,41633207,2869868,2778617,2619091,2970365
325,India,36,Telangana,2015,"Financial Year (Apr - Mar), 2015",2011-12,3680495,57790206,10811613,26319052,2679799,52299436,29677239,7103242,12498775,3228338,3312303,6118295,2246247,32964122,2398644,140840,41689237,2418653,6375078,10903697,23455209,3028584,112267,5492396,9406207,46454244,3090552,2847345,2072273,3240937
326,India,36,Telangana,2016,"Financial Year (Apr - Mar), 2016",2011-12,4352911,65832534,11215069,29204169,2683552,59781186,34423641,7383288,12929477,3847677,3635605,6380150,2271511,38191200,2435509,159395,45573109,2847772,6494309,11017301,25934741,3307997,121512,5594860,9493511,50794610,3378179,2855442,2475874,3555388
327,India,36,Telangana,2017,"Financial Year (Apr - Mar), 2017",2011-12,4745699,75005028,13103697,31421367,3246813,67942728,38341905,8260688,15078999,4194575,4078344,7127381,2592049,42799750,2784477,179358,49814546,3139537,7095034,12370500,27674934,3435938,131503,6102679,10650779,55740976,3511919,3449490,2745368,3989205
328,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",2011-12,4851003,86007794,15797177,33906779,3514207,78104129,43496663,9813948,18230964,4259686,4662801,8559193,2672212,48284488,2901962,210563,54818670,2951166,8270757,14243380,30035775,3637704,147787,7210075,12201923,61214756,3724762,3763194,2540525,4556669
329,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",2011-12,7782914,95720710,15298184,35837203,3466258,87137381,48473408,9524059,17935789,7152252,5124901,8178058,2511488,53685702,2771015,233325,57968749,4572368,7957755,13746835,31647923,3770358,155221,6830669,11548920,64859504,3868614,3743701,4150503,5004815
330,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",2011-12,8057400,98040701,15329831,34426871,3428551,89347272,48071853,9402082,17988462,7404496,5314522,8073320,2455902,53323087,2709681,237632,57638473,4655652,7711023,13560150,30330027,3909861,153298,6618883,11365633,64459907,4011753,3702976,4226102,5189993
331,India,37,Ladakh,2011,"Financial Year (Apr - Mar), 2011",2011-12,19359.4287039975550035,171151.58022627953619478715,37326.66049864679121552405,89015.53979937649216294589,13634.59732059717563512582,147134.18807720282948783017,77609.71384829103070214585,17443.31926940281000996280,45921.64414005818534285649,15167.9637506351938230,4943.95055856242039266276,13653.36251435457020229136,13634.59732059717563512582,89015.53979937649216294589,14280.55302878441169717037,53173,147134.18807720282948783017,19359.4287039975550035,17443.31926940281000996280,45921.64414005818534285649,77609.71384829103070214585,4865.89347637111362085179,53173,13653.36251435457020229136,37326.66049864679121552405,171151.58022627953619478715,4943.95055856242039266276,14280.55302878441169717037,15167.9637506351938230,4865.89347637111362085179
332,India,37,Ladakh,2012,"Financial Year (Apr - Mar), 2012",2011-12,25156.4328265892369240,190577.66748595959174098949,38445.31100016569252249729,93929.13361092811574998421,14435.87984238000169251963,159648.66954898303221225304,82668.79258860044993112493,17171.20208906539368749934,47004.12024708439362641271,20322.9225932577763930,5831.97289204900735143015,13425.22762381449709028233,13263.14271596362163892590,100428.51752011075085388944,13997.19422887671471325809,56828,147224.88651369690322913028,17846.9212313236385065,16268.65750772926128281363,47152.20780761040599736594,77026.87742819684909329448,5555.06599442386444364122,52406,12692.94765017220699956367,38913.95968528626453324693,176643.39570747917559385641,5653.46297194661287916309,15169.93135529309476685182,13363.1926514461703805,5730.49212394375001850695
333,India,37,Ladakh,2013,"Financial Year (Apr - Mar), 2013",2011-12,28752.9038525313204185,209126.36164777787823010562,39620.30082466716772809341,98702.07595272006047753350,16236.46360888207619788627,174292.19129058529966312889,91884.79916327666775853372,18279.28896752506238848079,48694.91232050707334486675,22989.6121579169370005,7090.79370451329534950356,14355.67941637957526152192,14480.56199954358805699422,112195.73748244002097184960,15466.19395976589990301080,61108,154267.89239960890821819479,19237.3093890790664930,16637.26890118745246580665,49422.14012659929566750238,79936.26981138003055222586,6734.49560252994465755273,54088,13026.01890393836301747044,40978.85273682110517403962,186154.87753584117500915150,6846.47438112884930077833,17283.92447674093168187136,14296.7956659366281880,6973.10663270846998130103
334,India,37,Ladakh,2014,"Financial Year (Apr - Mar), 2014",2011-12,21561.8117244928391235,215136.49452624615847679275,41455.94357204698523015744,100993.37609723456144384795,17482.31500421567074802359,177234.71801938905544520222,97421.90918558535628184521,19159.30656801024327314260,51439.33284295362634210854,15055.8973113518130970,8210.53774879195158463330,14873.36255884755825080902,13713.31052844433536383069,119215.88832467314796244326,14726.65286219883708933298,61211,146871.01607664020847768688,14117.6208050406756415,17153.39921293658345711152,43811.95957708378284477356,81682.22018160474884689376,7652.76532875135292912891,50724,13322.47834610792404069759,34855.86624554611634160169,180154.84899247303029863043,7786.52747912457574123199,18574.91731719720966630900,8803.3007595535636160,8059.65071880096659759943
335,India,37,Ladakh,2015,"Financial Year (Apr - Mar), 2015",2011-12,32616.9322852073137610,256256.32679565486898876835,47914.53833629076151382522,111750.40312895742402939654,17588.47613533267917345661,215228.57082661752342757005,113200.63766608921465198371,22580.97999242821837626797,57881.19640297315222498187,25579.3351541542796550,9935.60145230535075151205,18693.52296492022917416299,14039.88613821754710848785,137644.03033265605117158683,15076.19286992690232527664,73215,176284.14504004448659588303,19617.5417626771747295,19847.16683475128818214423,56313.34040660212152988156,90067.85599708865952794584,9026.47374355549367932421,59967,16340.72197559711104832698,47341.67502616554484976113,212150.22608705220556845942,9203.73702491176753349286,18699.82177121641756034443,14108.1034336766874000,9731.45888991430076325663
336,India,37,Ladakh,2016,"Financial Year (Apr - Mar), 2016",2011-12,35323.6629646842765610,273053.25293976654096542400,48443.55058174980555881366,115276.83794975992124991461,20119.69956133741137730716,228713.81207708737097508110,121228.99119110599520574411,22770.62217782491801716820,58644.68608697884796528704,27655.9476942461692895,10318.29767650918540916079,18592.96077273316598089125,15885.23954530398837258160,148167.67346859201698997519,17139.42373646691547527145,76634,180731.40847712621861986349,19473.2720438169233040,19991.60196245971909305475,58161.03399519443834023022,91559.55767567035702622749,9388.52388045515529337823,60557,16240.94713419707140332792,48944.56813255912344299570,219143.08210200184955226684,9587.70175871691790780314,21434.22544198361541567268,13679.5296290584240545,10090.64394478340446554062
337,India,37,Ladakh,2017,"Financial Year (Apr - Mar), 2017",2011-12,36384.2778558429968855,305446.70146975170518278212,54108.97691148813735200886,120316.07982440738608213478,22460.34035517205470204289,255944.97330109744584404967,133078.53305238961631532559,23853.99498991412534181275,64557.29682213218371897750,28134.9806058658332095,8908.50235063313202980099,19576.47126000155326628422,16467.63854829426801017037,164406.08358358645695998003,17920.84752173259203734322,84471,191480.93380551716239825849,19292.9774921722662585,20621.26388352660672556745,61067.80187575420797158600,93646.60590351783251147087,7500.06301777917476135525,63195,16907.76763824043149459849,51846.43694155519099621036,233108.73855768723213749147,7671.22433053601611641063,23990.95028514583254413281,13200.3750119225966020,8707.68415823173702314133
338,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",2011-12,36788.6322627447172635,350948.66576947114419773704,61351.83867217295301095531,133042.66484986965467179239,25621.90369875472259386317,293589.83287197772605455209,157446.82120221648436914029,25999.56962626368458199201,73236.70196459665829999174,27886.6039884792960835,10301.34776373298402273504,21311.22375236638109662956,17847.31770656667066810016,194589.91961321081334431425,19371.36637998191894125108,95448,208228.84736313661849493981,19570.0035880636989350,21705.09598357491112003773,65487.24558502777462326510,102602.96168531784019740030,8037.69238018508764021691,67697,17799.33305026862442059294,55687.48401433918104735348,254471.53378660365564598157,8228.97487972141967335189,27275.95273544963672625881,13181.4132925043182385,10067.87638452530686132229
339,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",2011-12,39304.1392352255377995,372640.24556453548440576043,62085.16844686460783270421,137080.81206967187297386307,26223.85524628942034689016,314033.85534500325402451402,170226.70550178920815714571,25260.29097895896295107175,72950.01879469930633448370,29793.4129924198251740,12004.47499948569933079440,20705.24796747578520798665,17978.34600004050615981199,209076.25551852590742197479,19513.59255131564489728547,102789,214398.81245137067904098098,19545.8815547600867935,21016.95139571632992971541,64527.35562137009378605253,106432.00165859972113738505,8851.13509745638849871100,70176,17235.02124452469129471268,55215.62031350492954782373,260357.00279045987408282770,9061.77330384038276021603,27916.76879266602462596781,13165.1534355448702965,11732.40156085867320545720
340,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",2011-12,41250.0643920610262355,385543.48148740856408981905,57733.78683895818790948567,139931.15314382828831234345,23676.68796684746129051784,325248.26757142121286080030,178990.96956241066516310435,21585.59363078889257109541,68150.13155930700017715825,31268.4595072186063675,12603.43023985866858067258,17693.19379000681109372305,15737.67688530265836714349,219535.13905222918639493522,17081.57532447587977579260,104860,215814.25045788706784962832,19976.0618721917087680,17381.57784518704676624681,59784.94499343050665263272,108825.43869687533239351660,9049.35065808956677635819,69579,14253.82684373600125302551,51097.20705513669951906595,261739.00025938295718844927,9264.71296919570232749930,25205.15455301211947342102,13454.9099284270084725,12317.79687101068134619478
