ROWID,Country,State lgd code,State,YearCode,Year,Number of factories,Fixed capital,Working capital,Physical working capital,Productive capital,Invested capital,Number of workers,Persons engaged in factories ,Total emoluments,Total inputs,Value of gross output,Net value added,Gross value added,Net fixed capital formation,Gross fixed capital formation,Gross capital formation
12,India,1,Jammu And Kashmir,2002,"Financial Year (Apr - Mar), 2002",332.56313241667139819400,37034.81730203655632299830,17970.14667282084390476520,27796.40910887343468787380,55004.96397485740022776350,64831.22641090999101087210,19207.47715078287131275170,24336.77440488000311313210,11843.16002147369790980280,148968.72078546780572043000,171789.39855727180687120710,17719.74619664829132259560,22818.72151808390308372890,-188.77848398946347015130,4911.17496430619732450610,7480.71422565500839231680
13,India,1,Jammu And Kashmir,2003,"Financial Year (Apr - Mar), 2003",334.51938613676946524220,37353.68665841254125185490,18294.88479035712303476640,27756.30590761142431338570,55648.57144876966428662130,65109.99256602396556524060,21511.94403305839429553130,26362.47513204155154154320,12614.90211405238536031770,172636.45641807426990307770,195251.72754926797401379380,18360.41928998040828088110,22615.27113119370411071610,944.87054680736638428060,5199.72238802066221411560,4250.93933377309969573860
14,India,1,Jammu And Kashmir,2004,"Financial Year (Apr - Mar), 2004",414.72578866079021421840,76729.16153654643479802450,43695.86121897047462211930,50847.92481964900775033850,120426.00088237695845366790,127577.08635619544254836300,24019.86130222411625132370,30409.96407892445226426900,18506.16019212771427597200,324141.46015164921955149900,387672.75596555404500884220,56337.17275824418388758770,63531.29581390482545734320,18740.91063853948232175600,25935.03369420012389151150,44639.75363891779197287580
32,India,2,Himachal Pradesh,1994,"Financial Year (Apr - Mar), 1994",373,223803,35501,48110,259304,271913,41001,63120,21712,160091,245129,75870,85038,21584,30752,42435
33,India,2,Himachal Pradesh,1995,"Financial Year (Apr - Mar), 1995",484,279476,78041,63890,357517,343366,44356,67648,27619,214373,312549,87137,98176,30061,41100,54496
15,India,1,Jammu And Kashmir,2005,"Financial Year (Apr - Mar), 2005",507.64784036544839900790,114436.93011829672618560360,93097.13641260696179031390,73849.55606056208010307410,207534.06653090368797591750,188286.48617885880628867770,31580.78193040314539261670,39720.75365973120238017690,20723.57378385887327510670,574976.22465006357260579940,684167.46041791733200165470,98898.40681955777962175100,109191.23576785375939585530,22492.02714682752588667950,32784.85609512350566078380,52304.35571426201866772340
16,India,1,Jammu And Kashmir,2006,"Financial Year (Apr - Mar), 2006",604.48239951030271789380,159741.81002204786095486740,158095.62251658533753380710,116138.87085478204451753760,317837.43253863319848867450,275880.68087682990547240500,37106.22056282013577025760,46677.19188839992880357610,26693.08201073812487268900,942680.52076771659822014010,1132116.30600713301889963530,172766.54729046079136178300,189435.78523941642067949520,45216.84848634672175209480,61887.06456216240010333110,99047.08210228523271741420
17,India,1,Jammu And Kashmir,2007,"Financial Year (Apr - Mar), 2007",657.30124995295052819520,241866.31931862476467182750,286594.10437494696966187230,154031.50541308160324117160,528460.42369357173433369980,395898.80285856641694652320,41295.53790441014635397790,51512.07295762230151320240,32686.06528225855327484970,1301693.18160697391193932820,1587514.56576248214511716150,268693.40470918960713731820,285821.38415550823317783330,61774.57997325676124805960,78903.53754643543632209880,102123.29107713944315070870
18,India,1,Jammu And Kashmir,2008,"Financial Year (Apr - Mar), 2008",634.80433217182275714090,238339.19386128794978392290,212037.36259456943832087390,151846.37000773206234833220,450376.55645585738810479680,390185.56386902001213225510,44047.98688858812669079530,53387.14214833629877890210,41279.88787464936181759230,987819.11910525939729030690,1319859.93177866461158243750,313742.99350246794415679190,332040.81267340521429213060,31890.84814503868901975640,50188.66731597595915509510,53941.74007798410078706680
19,India,1,Jammu And Kashmir,2009,"Financial Year (Apr - Mar), 2009",612.30741439069498608660,279832.31339142800090976900,192420.05028942602196152430,176004.14719722309232655400,472252.36368085402287129330,455836.46058865109323632300,43274.28854228934117323220,51863.22050037990454835430,42437.01195008736847660260,1010978.22877064036404042260,1293160.00287990614347507980,257308.00805821885691679420,280079.77948702040639136630,54284.08447900126252050180,79157.85053004818503836480,98857.32549143572021373880
20,India,1,Jammu And Kashmir,2010,"Financial Year (Apr - Mar), 2010",777.61085373898165165950,338241.15883925603780140050,286025.81266925848118437020,261266.48746083729558882690,624266.97150851451898577070,599507.64630009333339022740,43034.64746157732795982770,54075.74345781081837986850,49602.76932680658807415920,1560639.55215577490000898990,1860780.71354240098397964720,271801.89187042543567690800,300142.13951348613300418140,21129.49643077922218760820,49469.74407383991951488160,109403.48929648439967058500
21,India,1,Jammu And Kashmir,2011,"Financial Year (Apr - Mar), 2011",842.16722650221786425010,430514.71243570171336442220,298015.69171973953412278800,300860.08462876212361087080,728530.40415544124748721020,731374.79706446383697529300,51858.32986607965938073380,62310.59349256363161926640,63228.07648728962506487220,1760868.96729583240562692860,2193859.31881431822284084790,396332.11305756813879769950,432990.35151848581721391930,32293.83641137889083168560,68953.05299915661828142950,69399.07884733897756841910
22,India,1,Jammu And Kashmir,2012,"Financial Year (Apr - Mar), 2012",934.11115134682701551550,513343.47307151392121873430,173131.38860925908086627230,384283.54639548414384783570,686474.86168077300208500660,897627.01946699806506657000,47977.12248540509435710500,59331.21907685427550485780,74868.76424873317303518630,1968442.15890113805494381010,2406374.98544345163855500670,388420.04488663150662125460,437932.82654231358361119660,4486.66790704491677504670,53999.44956272699376498870,85051.06486184361202106730
23,India,1,Jammu And Kashmir,2013,"Financial Year (Apr - Mar), 2013",922.37362902623861322630,506388.01296970524382885920,225979.58285770836217339530,480490.14809618698321126350,732367.59582741360600225450,986878.16106589222704012270,51729.21712055318695555260,65367.23993021686138207890,89147.46015172896441999810,1830839.27222944001877342210,2286058.53476940017185603800,405846.35302526508788662020,455219.26253996015308261590,-15403.54179205217993752680,33969.36772264288525846890,97140.71285204966637894330
24,India,1,Jammu And Kashmir,2014,"Financial Year (Apr - Mar), 2014",943.89241994731735075650,565277.11870581735618082380,311498.19235865541221898240,320961.56972962981156464990,876775.31106447276839980620,886238.68843544716774547370,50898.78741637155749359170,63599.76469410825780403020,95686.23821115675352860660,1785132.38218620873122575320,2354189.96120611560197722350,507211.59578586653005615140,569057.57901990687075147030,-7607.87071746138275044980,54237.13438971890891134500,97879.19863138668668963880
25,India,1,Jammu And Kashmir,2015,"Financial Year (Apr - Mar), 2015",924.32988274633668027450,671165.22006728552936579340,290743.31851527496987110450,320305.24660653691006997880,961908.53858256049923689790,991470.46667382243943577220,51182.44420578577721558070,67111.24012168428815554920,117922.97424751148166549600,1880890.02365814906420161910,2515271.80502643063886010790,572852.71123689712082497830,634381.78136828157465848880,-12059.32605754453431862890,49469.74407383991951488160,42941.72540987266977503820
26,India,1,Jammu And Kashmir,2016,"Financial Year (Apr - Mar), 2016",993.77688980981806048560,981954.27045240539227980330,504477.73121202948135629190,379468.22786346275180869140,1486432.00166443487363609520,1361422.49831586814408849470,57736.87229497435086057480,73659.79944971256759939870,131471.98751291069404132920,2202761.25136762447694368200,2968347.99161602335949142070,680289.18741782291407859820,765586.74024839888254773870,-22199.56721567286486297360,63098.96374176315263969100,87885.67650226571117390910
27,India,1,Jammu And Kashmir,2017,"Financial Year (Apr - Mar), 2017",996.71127038996516105790,900136.89298988388508941060,506524.95073011210852223320,432066.02163573948053364480,1406661.84371999599361164380,1332202.91462562336562305540,56736.24851714418956542050,71890.36795988386595430180,134574.60591298622837977440,2510259.88299553939108261950,3216498.77601046316455559070,626780.75753884053514270770,706239.87114178382250649530,-27222.24864202465200922710,52236.86496091863535456050,85438.40309842302929661090
28,India,1,Jammu And Kashmir,2018,"Financial Year (Apr - Mar), 2018",978.12686004903352410000,848631.66692028192681087690,494963.49124433253226737120,430211.49310908651297195120,1343595.15816461445907824810,1278843.16002936843978282810,57634.16897466920234054430,73027.92949812089194283010,153776.21430260880549138150,2450994.19841830840082387640,3162530.62650725773986337320,636160.99412671076663882670,711535.44996208929000597270,-7253.78879412363261472560,68120.66704125489075242040,108775.53185233292014811280
29,India,2,Himachal Pradesh,1991,"Financial Year (Apr - Mar), 1991",331,128980,12231,21388,141211,150368,33708,53911,14574,89244,135353,40762,46109,12332,17679,19625
30,India,2,Himachal Pradesh,1992,"Financial Year (Apr - Mar), 1992",435,152189,15527,24861,167716,177050,37977,58698,16899,101159,152366,44157,51207,23843,30893,34184
31,India,2,Himachal Pradesh,1993,"Financial Year (Apr - Mar), 1993",341,186152,10409,33597,196561,219749,38517,59779,18972,108119,196295,81014,88176,31302,38464,45372
34,India,2,Himachal Pradesh,1996,"Financial Year (Apr - Mar), 1996",547,363874,110012,78672,471732,443929,45040,68636,32475,272630,391998,134956,126817,38832,54836,67115
35,India,2,Himachal Pradesh,1997,"Financial Year (Apr - Mar), 1997",577,337598,134495,94510,472093,432108,46115,68570,36820,309289,448997,115461,139709,52815,77063,93817
36,India,2,Himachal Pradesh,1998,"Financial Year (Apr - Mar), 1998",428,287331,87692,79856,375023,367187,25493,33664,18900,325890,431210,87395,105319,31851,49774,47477
37,India,2,Himachal Pradesh,1999,"Financial Year (Apr - Mar), 1999",508,321001,146514,93970,467515,414971,31015,40152,19817,395175,529916,112131,134741,37581,60191,67652
38,India,2,Himachal Pradesh,2000,"Financial Year (Apr - Mar), 2000",507,340581,95307,117083,435888,457664,29788,39369,22320,493413,648155,130789,154743,19925,43879,56555
39,India,2,Himachal Pradesh,2001,"Financial Year (Apr - Mar), 2001",501,411358,134074,105289,545432,516647,26518,36263,22723,447018,607227,128547,160209,4978,36640,40151
40,India,2,Himachal Pradesh,2002,"Financial Year (Apr - Mar), 2002",509,358278,125709,113095,483987,471373,25375,34023,22785,433459,611899,143162,178441,3595,38873,52315
41,India,2,Himachal Pradesh,2003,"Financial Year (Apr - Mar), 2003",530,571383,157138,126533,728521,697916,27636,36753,28170,656325,870779,174991,214455,72518,111981,113213
42,India,2,Himachal Pradesh,2004,"Financial Year (Apr - Mar), 2004",653,594781,181350,146610,776131,741391,33750,44287,33024,654157,917408,218516,263251,15572,60308,71872
43,India,2,Himachal Pradesh,2005,"Financial Year (Apr - Mar), 2005",808,829821,296304,254719,1126125,1084540,42614,56838,51765,1168106,1790771,569280,622665,120714,174099,233752
44,India,2,Himachal Pradesh,2006,"Financial Year (Apr - Mar), 2006",851,828197,308878,259395,1137075,1087592,52260,67752,63773,1380849,2158438,709902,27589,53337,121024,183491
45,India,2,Himachal Pradesh,2007,"Financial Year (Apr - Mar), 2007",1160,2000292,531977,447282,2532269,2447573,72095,95612,100197,2062815,3300801,1125555,1237986,255211,367642,493428
46,India,2,Himachal Pradesh,2008,"Financial Year (Apr - Mar), 2008",1294,2189156,787994,685096,2977150,2874252,84497,110242,133852,2763168,4227948,1333237,1464780,48397,179940,333589
47,India,2,Himachal Pradesh,2009,"Financial Year (Apr - Mar), 2009",1545,2671378,869526,688495,3540904,3359874,99513,128665,161324,3453335,5007103,1375547,1319473,80629,258850,382184
48,India,2,Himachal Pradesh,2010,"Financial Year (Apr - Mar), 2010",2210,3444081,942098,1166220,4386179,4610301,119818,156396,245948,5120552,7184348,1820876,2063797,285426,528346,748628
49,India,2,Himachal Pradesh,2011,"Financial Year (Apr - Mar), 2011",2489,4449031,615876,1071216,5064907,5520247,116290,163440,325978,5597468,8079659,2161155,2482191,345621,666657,539179
50,India,2,Himachal Pradesh,2012,"Financial Year (Apr - Mar), 2012",2654,4009160,1269235,1300798,5278395,5309958,133727,184833,368557,7038203,9561121,2224673,2522918,128760,427004,640014
51,India,2,Himachal Pradesh,2013,"Financial Year (Apr - Mar), 2013",2806,4769133,1468483,1436421,6237616,6205555,132706,194608,457034,7316952,9954730,2276625,2637778,-79583,281570,388300
52,India,2,Himachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",2784,4875483,1640329,1469568,6515812,6345052,147796,208781,558948,8791845,12320881,3102355,3529036,-231250,195430,212378
53,India,2,Himachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",2767,5425858,1738733,1293515,7164591,6719373,135122,187568,508399,7559825,11017801,3093347,3457976,-251558,113071,68688
54,India,2,Himachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",2721,4304421,711070,1248458,5015491,5552878,141772,197826,556690,7647226,10859355,2832143,3212129,-111345,268640,317899
55,India,2,Himachal Pradesh,2017,"Financial Year (Apr - Mar), 2017",2671,4534824,1293444,1314289,5828268,5849113,146633,205781,624412,7966319,11291885,2964376,3325566,-94145,267045,335993
56,India,2,Himachal Pradesh,2018,"Financial Year (Apr - Mar), 2018",2691,4481462,1234909,1427573,5716371,5909035,155261,218196,689057,8409638,11638767,2836230,3229128,116860,509758,583595
57,India,3,Punjab,1991,"Financial Year (Apr - Mar), 1991",5985,780479,269830,268561,1050309,1049040,293724,393529,70430,1132612,1382010,206078,249398,65929,109250,143987
58,India,3,Punjab,1992,"Financial Year (Apr - Mar), 1992",6449,871864,261660,321584,1133524,1193448,317718,429453,107221,1378858,1723478,292654,344620,73000,124966,171907
59,India,3,Punjab,1993,"Financial Year (Apr - Mar), 1993",6099,981943,900616,364784,1882559,1346727,329719,443672,88856,1570665,1924286,298397,353621,68419,123642,133633
60,India,3,Punjab,1994,"Financial Year (Apr - Mar), 1994",6451,1077244,373017,437992,1450261,1515236,330427,447695,135611,1808127,2234085,347171,425958,46328,125115,253986
61,India,3,Punjab,1995,"Financial Year (Apr - Mar), 1995",6913,1357081,445945,520783,1803026,1877864,354941,479512,164532,2213194,2697112,400791,483918,263513,346640,424137
62,India,3,Punjab,1996,"Financial Year (Apr - Mar), 1996",6992,1489447,420239,534509,1913251,2020798,360165,484140,183101,2464511,2868247,475682,610075,132413,232290,251779
63,India,3,Punjab,1997,"Financial Year (Apr - Mar), 1997",6576,1577687,504346,545490,2082033,2123177,339024,458653,191492,2622322,3201909,468757,579587,128556,239386,282707
64,India,3,Punjab,1998,"Financial Year (Apr - Mar), 1998",7003,842513,280513,562099,1123026,1404612,253214,322274,132861,2484159,3067136,498800,582978,29302,113480,132701
65,India,3,Punjab,1999,"Financial Year (Apr - Mar), 1999",6910,1007595,507743,776745,1515338,1784340,265261,338647,155770,3142745,3817561,559388,674815,8587,124014,200495
66,India,3,Punjab,2000,"Financial Year (Apr - Mar), 2000",7136,849312,510698,651498,1360010,1500810,278304,358558,166622,2976022,3501849,430081,525827,3653,99399,135995
67,India,3,Punjab,2001,"Financial Year (Apr - Mar), 2001",7249,841875,537766,656250,1379641,1498125,271845,348668,171289,3160680,3802610,542928,641931,-1186,97817,74747
68,India,3,Punjab,2002,"Financial Year (Apr - Mar), 2002",6986,1119761,540477,740177,1660238,1859938,276677,351102,182847,3388528,4057078,548489,668550,116556,236617,304120
69,India,3,Punjab,2003,"Financial Year (Apr - Mar), 2003",6853,925642,766630,734810,1692272,1660452,264597,336397,188288,3752211,4393197,531406,640986,10133,119714,163309
70,India,3,Punjab,2004,"Financial Year (Apr - Mar), 2004",7575,1071349,690148,853838,1761497,1925187,309820,391081,215155,4605505,5304591,580741,699085,98098,216443,289347
71,India,3,Punjab,2005,"Financial Year (Apr - Mar), 2005",8332,1392579,900140,980587,2292719,2373166,350747,439246,257412,5149417,5943945,661710,794528,190112,322930,430797
72,India,3,Punjab,2006,"Financial Year (Apr - Mar), 2006",9256,1836524,1120812,1395934,2957336,3232458,402588,507463,312042,6544536,7749046,1042899,1204510,272987,434598,675197
118,India,5,Uttarakhand,1996,"Financial Year (Apr - Mar), 1996",,,,,,,,,,,,,,,,
73,India,3,Punjab,2007,"Financial Year (Apr - Mar), 2007",10178,2178348,1236594,1820328,3414942,3998676,435386,550351,376561,8013923,9616285,1416746,1602362,280465,466081,822013
74,India,3,Punjab,2008,"Financial Year (Apr - Mar), 2008",10065,2648036,718655,1964222,3366691,4612258,431568,544776,418187,9065673,10551352,1256840,1485679,352463,581302,557573
75,India,3,Punjab,2009,"Financial Year (Apr - Mar), 2009",10262,2610606,1541938,2232343,4152544,4842949,454334,568211,488722,10032890,11754534,1473619,1689895,173987,422011,821393
76,India,3,Punjab,2010,"Financial Year (Apr - Mar), 2010",12770,3390757,2499152,3005978,5889909,6396735,485029,613926,582977,12536242,14866258,2034953,2330016,519096,814159,1541063
77,India,3,Punjab,2011,"Financial Year (Apr - Mar), 2011",12593,3734551,1963884,3049946,5698435,6784497,484320,600041,664741,14183543,16293150,1775220,3628332,437756,772143,1188693
78,India,3,Punjab,2012,"Financial Year (Apr - Mar), 2012",12427,3906929,1916251,3154920,5823180,7061849,468127,583520,736779,14770944,17103386,1984470,2332442,281184,629156,942312
79,India,3,Punjab,2013,"Financial Year (Apr - Mar), 2013",12278,3935562,2542778,3743267,6478340,7678829,485520,602818,824034,15825805,18210659,2006476,2384854,242098,620476,995891
80,India,3,Punjab,2014,"Financial Year (Apr - Mar), 2014",12413,4114017,3240465,4234762,7354482,8348779,467951,583316,896993,16442537,18992516,2052371,2549979,-20576,477032,751570
81,India,3,Punjab,2015,"Financial Year (Apr - Mar), 2015",12521,4387855,3780344,3758829,8168199,8146684,491609,609675,998056,15880549,18552084,2189438,2671535,55436,537532,498121
82,India,3,Punjab,2016,"Financial Year (Apr - Mar), 2016",12489,4128112,3384773,3695024,7512885,7823137,531365,656255,1106470,16007202,18921535,2489373,2914333,9431,434391,435496
83,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",12726,4725230,3455601,3935475,8180831,8660706,569266,708232,1287757,18056120,21210410,2679446,3154290,256134,730978,1010768
84,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",12825,4990543,3969390,4085185,8959933,9075728,564103,704770,1346898,19643701,23063651,2939632,3419950,244674,724993,972131
85,India,4,Chandigarh,1991,"Financial Year (Apr - Mar), 1991",288,4728,7976,9023,12704,13751,8186,11767,3337,40137,48672,7763,8535,494,1266,2153
86,India,4,Chandigarh,1992,"Financial Year (Apr - Mar), 1992",289,5639,10150,9141,15789,14780,6771,10009,3104,47947,57795,9119,9848,839,1568,2167
87,India,4,Chandigarh,1993,"Financial Year (Apr - Mar), 1993",285,5450,8179,6117,13629,11567,5491,8524,2449,42717,49851,6385,7134,771,1520,1411
88,India,4,Chandigarh,1994,"Financial Year (Apr - Mar), 1994",332,11228,17417,12729,28645,23957,8262,12158,4915,72021,84926,11685,12905,2197,3418,5385
89,India,4,Chandigarh,1995,"Financial Year (Apr - Mar), 1995",355,14155,15985,20137,30140,34292,9562,13865,5889,87214,101746,12967,14532,1549,3114,8310
90,India,4,Chandigarh,1996,"Financial Year (Apr - Mar), 1996",353,24135,15823,15384,39950,39467,10011,14601,7448,84863,92663,17591,18860,2928,5818,3443
91,India,4,Chandigarh,1997,"Financial Year (Apr - Mar), 1997",339,26824,17923,14317,44747,41141,17971,25457,8330,105825,126154,17587,20330,1212,3955,4895
92,India,4,Chandigarh,1998,"Financial Year (Apr - Mar), 1998",337,22322,14890,20241,37212,42563,8057,12264,7844,115951,135234,16887,19283,1013,3410,5485
93,India,4,Chandigarh,1999,"Financial Year (Apr - Mar), 1999",323,25693,16934,15367,42627,41060,7175,11304,8277,100577,120409,17113,19832,2907,5626,3393
94,India,4,Chandigarh,2000,"Financial Year (Apr - Mar), 2000",295,24764,19974,15671,44738,40435,6503,9905,8360,80026,97994,14537,17969,188,3620,5781
95,India,4,Chandigarh,2001,"Financial Year (Apr - Mar), 2001",275,27742,17853,16207,45595,43949,6361,9513,8507,90449,106043,11813,15594,667,4447,4827
96,India,4,Chandigarh,2002,"Financial Year (Apr - Mar), 2002",254,28005,27748,17395,55753,45400,5180,8243,8129,96742,114081,13983,17338,-88,3267,2683
97,India,4,Chandigarh,2003,"Financial Year (Apr - Mar), 2003",263,31188,22954,19408,54142,50596,5561,8938,9309,122284,142374,16380,20090,1696,5406,7512
98,India,4,Chandigarh,2004,"Financial Year (Apr - Mar), 2004",287,38533,30490,23619,69023,62152,6341,9972,10663,171594,197131,20800,25537,2613,7351,9953
99,India,4,Chandigarh,2005,"Financial Year (Apr - Mar), 2005",296,37716,32944,28949,70660,66665,6814,10752,11320,239662,266882,22733,27220,5422,9909,13934
100,India,4,Chandigarh,2006,"Financial Year (Apr - Mar), 2006",274,55815,35412,39262,91227,95077,7679,13443,15136,326124,363296,32256,37172,108,5025,7624
101,India,4,Chandigarh,2007,"Financial Year (Apr - Mar), 2007",294,51643,44966,42153,96609,93796,8209,12828,15821,290071,332643,37104,42572,8080,13548,20560
102,India,4,Chandigarh,2008,"Financial Year (Apr - Mar), 2008",278,69003,41922,41999,110925,111002,7068,11142,15717,303128,352625,44150,49497,9996,15343,12804
103,India,4,Chandigarh,2009,"Financial Year (Apr - Mar), 2009",284,59476,48695,43435,108171,102910,6951,10678,17313,373703,431337,51953,49998,1381,7062,6274
104,India,4,Chandigarh,2010,"Financial Year (Apr - Mar), 2010",308,86573,71669,75258,158242,161831,8321,12851,26823,501895,580940,71618,79045,14641,22068,49279
105,India,4,Chandigarh,2011,"Financial Year (Apr - Mar), 2011",308,119032,65020,62229,184052,181261,9777,14893,25693,671809,750210,69272,78401,6107,15236,13891
106,India,4,Chandigarh,2012,"Financial Year (Apr - Mar), 2012",297,85345,68947,85652,154292,170997,8315,12599,24147,533525,605139,64938,71614,-1334,5342,18396
107,India,4,Chandigarh,2013,"Financial Year (Apr - Mar), 2013",285,177381,90889,100318,268270,277699,8030,13143,34969,580830,658424,68185,77594,44101,53510,33229
108,India,4,Chandigarh,2014,"Financial Year (Apr - Mar), 2014",276,82623,42108,53181,124731,135804,6534,10594,31371,384971,458239,65235,73268,7108,15140,12677
109,India,4,Chandigarh,2015,"Financial Year (Apr - Mar), 2015",262,109787,40837,64075,150624,173862,6436,11014,34907,481111,551486,61011,70375,279,9642,19301
110,India,4,Chandigarh,2016,"Financial Year (Apr - Mar), 2016",248,129447,37008,93945,166455,223392,5987,10348,36167,504297,588511,73922,84214,-7222,3070,3577
111,India,4,Chandigarh,2017,"Financial Year (Apr - Mar), 2017",233,103779,59463,58820,163242,162600,5414,9424,35641,415725,486470,61891,70746,-2232,6624,6358
112,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",233,98553,95413,66776,193966,165329,6221,9604,37580,390967,442146,42473,51179,-11228,-2522,1772
113,India,5,Uttarakhand,1991,"Financial Year (Apr - Mar), 1991",,,,,,,,,,,,,,,,
114,India,5,Uttarakhand,1992,"Financial Year (Apr - Mar), 1992",,,,,,,,,,,,,,,,
115,India,5,Uttarakhand,1993,"Financial Year (Apr - Mar), 1993",,,,,,,,,,,,,,,,
116,India,5,Uttarakhand,1994,"Financial Year (Apr - Mar), 1994",,,,,,,,,,,,,,,,
117,India,5,Uttarakhand,1995,"Financial Year (Apr - Mar), 1995",,,,,,,,,,,,,,,,
119,India,5,Uttarakhand,1997,"Financial Year (Apr - Mar), 1997",,,,,,,,,,,,,,,,
120,India,5,Uttarakhand,1998,"Financial Year (Apr - Mar), 1998",713,159168,52666,,211834,251183,36670,46303,20468,253639,318117,51734,64478,1849,14592,9670
121,India,5,Uttarakhand,1999,"Financial Year (Apr - Mar), 1999",616,135860,12632,,148492,218796,26742,34336,18791,250476,314162,51782,63686,-6462,5442,12404
122,India,5,Uttarakhand,2000,"Financial Year (Apr - Mar), 2000",744,188395,100815,,289210,354554,28704,43132,53211,377716,488441,96136,110724,-19,14570,25522
123,India,5,Uttarakhand,2001,"Financial Year (Apr - Mar), 2001",698,196584,74948,,271532,369411,27317,40880,43496,419658,521444,82467,101785,2711,22028,32605
124,India,5,Uttarakhand,2002,"Financial Year (Apr - Mar), 2002",715,204586,68897,167690,273483,372276,27815,41485,45035,447780,603559,133457,155779,970,23293,11870
125,India,5,Uttarakhand,2003,"Financial Year (Apr - Mar), 2003",679,218176,89458,198798,307634,416974,27592,41561,46881,551456,724881,151438,173426,9499,31486,58723
126,India,5,Uttarakhand,2004,"Financial Year (Apr - Mar), 2004",752,287679,118035,241921,405714,529600,35349,51762,53950,786155,1007348,194801,221193,51334,77726,118018
127,India,5,Uttarakhand,2005,"Financial Year (Apr - Mar), 2005",900,419984,263848,308722,683832,728706,53601,71097,66962,1177255,1558012,345668,380757,122003,157092,213432
128,India,5,Uttarakhand,2006,"Financial Year (Apr - Mar), 2006",1150,949313,286673,391247,1235986,1340560,71115,95061,96382,1610902,2161728,497901,550826,396640,449566,543902
129,India,5,Uttarakhand,2007,"Financial Year (Apr - Mar), 2007",1475,1297142,455916,570590,1753058,1867732,97687,129585,135239,2388712,3306679,831520,917967,354673,441121,363356
130,India,5,Uttarakhand,2008,"Financial Year (Apr - Mar), 2008",1907,2189841,1120320,1279431,3310161,3469272,172861,229727,454569,5294910,8292360,2843285,2997450,519449,673613,1023829
131,India,5,Uttarakhand,2009,"Financial Year (Apr - Mar), 2009",2344,3265713,1246124,1276300,4511837,4542012,188895,238795,289416,5961043,7932238,1771875,1930880,841475,1040795,1350517
132,India,5,Uttarakhand,2010,"Financial Year (Apr - Mar), 2010",2739,3614107,1362707,1643213,4976814,5257320,234079,288261,372522,7670455,10583763,2634767,2913308,390869,669409,999182
133,India,5,Uttarakhand,2011,"Financial Year (Apr - Mar), 2011",2843,5066863,2125570,2077185,7192433,7144048,273464,342385,488645,11025346,14474752,3064360,3449406,630064,1015110,1503820
134,India,5,Uttarakhand,2012,"Financial Year (Apr - Mar), 2012",2911,5299803,2255972,2147207,7555775,7447010,267268,335300,555961,12582556,16627937,3629866,4045381,226328,641843,813805
135,India,5,Uttarakhand,2013,"Financial Year (Apr - Mar), 2013",2936,5479327,822018,2153531,6301345,7632858,312131,386654,651128,13485768,17725377,3786410,4239609,102011,555210,722267
136,India,5,Uttarakhand,2014,"Financial Year (Apr - Mar), 2014",2987,5104228,1317403,2107937,6421631,7212165,295217,374861,718428,14337076,18984940,4161647,4647864,-199705,286513,270778
137,India,5,Uttarakhand,2015,"Financial Year (Apr - Mar), 2015",2978,5553203,1592310,2197074,7145513,7750277,308828,388389,801966,18895743,24939164,5552657,6043421,224701,715465,804858
138,India,5,Uttarakhand,2016,"Financial Year (Apr - Mar), 2016",2987,5870612,1788076,2253138,7658688,8123750,344376,425616,930382,15548193,21013696,4951666,5465503,108522,622359,806853
139,India,5,Uttarakhand,2017,"Financial Year (Apr - Mar), 2017",2998,5842010,1962133,2212010,7804143,8054019,339694,426587,963719,18641893,23618613,4445813,4976720,-23378,507529,517306
140,India,5,Uttarakhand,2018,"Financial Year (Apr - Mar), 2018",3002,5605314,2727060,2455267,8332374,8060581,333496,411486,1022504,20044431,25569341,5004840,5524910,-38350,481720,742291
141,India,6,Haryana,1991,"Financial Year (Apr - Mar), 1991",3102,420062,174280,244842,594342,664904,193855,268943,64832,863953,1070851,174887,206898,42634,74645,98691
142,India,6,Haryana,1992,"Financial Year (Apr - Mar), 1992",3143,477452,194101,269479,671553,746931,193044,268962,83692,1070553,1268652,160892,198099,54890,92097,129312
143,India,6,Haryana,1993,"Financial Year (Apr - Mar), 1993",3509,600639,201001,287695,801640,888334,207608,290099,99814,1284672,1540010,211783,255338,-1630297,-1586742,-1576369
144,India,6,Haryana,1994,"Financial Year (Apr - Mar), 1994",3568,675432,304881,426895,980313,1102327,221474,308371,118542,1665913,2034364,305571,368451,64018,126898,220035
145,India,6,Haryana,1995,"Financial Year (Apr - Mar), 1995",3896,843347,340900,533193,1184247,1376540,242884,340911,154335,2182964,2739914,471649,556950,131820,217121,307843
146,India,6,Haryana,1996,"Financial Year (Apr - Mar), 1996",3982,999978,396910,614858,1405658,1570281,243193,340694,179240,2537890,3105266,510149,650953,138982,230165,266756
147,India,6,Haryana,1997,"Financial Year (Apr - Mar), 1997",4017,1071647,483125,566560,1554772,1638207,224996,316422,191687,2670977,3254397,472396,583421,50789,161814,201261
148,India,6,Haryana,1998,"Financial Year (Apr - Mar), 1998",3786,1112285,516359,632697,1628644,1744982,275650,376585,208537,2737900,3386536,546899,648636,201580,303318,351967
