ROWID,Country,State lgd code,State,YearCode,Year,Infant mortality rate-per 1000 live births
731,India,36,Telangana,2003,"Calendar Year (Jan - Dec), 2003",59
732,India,36,Telangana,2004,"Calendar Year (Jan - Dec), 2004",59
733,India,36,Telangana,2005,"Calendar Year (Jan - Dec), 2005",57
734,India,36,Telangana,2006,"Calendar Year (Jan - Dec), 2006",56
735,India,36,Telangana,2007,"Calendar Year (Jan - Dec), 2007",54
736,India,36,Telangana,2008,"Calendar Year (Jan - Dec), 2008",52
737,India,36,Telangana,2009,"Calendar Year (Jan - Dec), 2009",49
738,India,36,Telangana,2010,"Calendar Year (Jan - Dec), 2010",46
739,India,36,Telangana,2011,"Calendar Year (Jan - Dec), 2011",43
740,India,36,Telangana,2012,"Calendar Year (Jan - Dec), 2012",41
741,India,36,Telangana,2013,"Calendar Year (Jan - Dec), 2013",39
742,India,36,Telangana,2014,"Calendar Year (Jan - Dec), 2014",35
743,India,36,Telangana,2015,"Calendar Year (Jan - Dec), 2015",34
744,India,36,Telangana,2016,"Calendar Year (Jan - Dec), 2016",31
745,India,36,Telangana,2017,"Calendar Year (Jan - Dec), 2017",29
746,India,36,Telangana,2018,"Calendar Year (Jan - Dec), 2018",27
747,India,37,Ladakh,1997,"Calendar Year (Jan - Dec), 1997",
748,India,37,Ladakh,1998,"Calendar Year (Jan - Dec), 1998",45
749,India,37,Ladakh,1999,"Calendar Year (Jan - Dec), 1999",52
750,India,37,Ladakh,2000,"Calendar Year (Jan - Dec), 2000",50
751,India,37,Ladakh,2001,"Calendar Year (Jan - Dec), 2001",48
752,India,37,Ladakh,2002,"Calendar Year (Jan - Dec), 2002",45
753,India,37,Ladakh,2003,"Calendar Year (Jan - Dec), 2003",44
754,India,37,Ladakh,2004,"Calendar Year (Jan - Dec), 2004",49
755,India,37,Ladakh,2005,"Calendar Year (Jan - Dec), 2005",50
756,India,37,Ladakh,2006,"Calendar Year (Jan - Dec), 2006",52
757,India,37,Ladakh,2007,"Calendar Year (Jan - Dec), 2007",51
758,India,37,Ladakh,2008,"Calendar Year (Jan - Dec), 2008",49
759,India,37,Ladakh,2009,"Calendar Year (Jan - Dec), 2009",45
760,India,37,Ladakh,2010,"Calendar Year (Jan - Dec), 2010",43
761,India,37,Ladakh,2011,"Calendar Year (Jan - Dec), 2011",41
762,India,37,Ladakh,2012,"Calendar Year (Jan - Dec), 2012",39
763,India,37,Ladakh,2013,"Calendar Year (Jan - Dec), 2013",37
764,India,37,Ladakh,2014,"Calendar Year (Jan - Dec), 2014",34
765,India,37,Ladakh,2015,"Calendar Year (Jan - Dec), 2015",26
766,India,37,Ladakh,2016,"Calendar Year (Jan - Dec), 2016",24
767,India,37,Ladakh,2017,"Calendar Year (Jan - Dec), 2017",23
768,India,37,Ladakh,2018,"Calendar Year (Jan - Dec), 2018",22
769,India,38,The Dadra And Nagar Haveli And Daman And Diu,1997,"Calendar Year (Jan - Dec), 1997",50.50000000000000000000
770,India,38,The Dadra And Nagar Haveli And Daman And Diu,1998,"Calendar Year (Jan - Dec), 1998",56.00000000000000000000
771,India,38,The Dadra And Nagar Haveli And Daman And Diu,1999,"Calendar Year (Jan - Dec), 1999",45.50000000000000000000
772,India,38,The Dadra And Nagar Haveli And Daman And Diu,2000,"Calendar Year (Jan - Dec), 2000",53.00000000000000000000
773,India,38,The Dadra And Nagar Haveli And Daman And Diu,2001,"Calendar Year (Jan - Dec), 2001",49.00000000000000000000
774,India,38,The Dadra And Nagar Haveli And Daman And Diu,2002,"Calendar Year (Jan - Dec), 2002",49.00000000000000000000
775,India,38,The Dadra And Nagar Haveli And Daman And Diu,2003,"Calendar Year (Jan - Dec), 2003",46.50000000000000000000
776,India,38,The Dadra And Nagar Haveli And Daman And Diu,2004,"Calendar Year (Jan - Dec), 2004",42.50000000000000000000
777,India,38,The Dadra And Nagar Haveli And Daman And Diu,2005,"Calendar Year (Jan - Dec), 2005",35.00000000000000000000
778,India,38,The Dadra And Nagar Haveli And Daman And Diu,2006,"Calendar Year (Jan - Dec), 2006",31.50000000000000000000
779,India,38,The Dadra And Nagar Haveli And Daman And Diu,2007,"Calendar Year (Jan - Dec), 2007",30.50000000000000000000
780,India,38,The Dadra And Nagar Haveli And Daman And Diu,2008,"Calendar Year (Jan - Dec), 2008",32.50000000000000000000
781,India,38,The Dadra And Nagar Haveli And Daman And Diu,2009,"Calendar Year (Jan - Dec), 2009",30.50000000000000000000
782,India,38,The Dadra And Nagar Haveli And Daman And Diu,2010,"Calendar Year (Jan - Dec), 2010",30.50000000000000000000
783,India,38,The Dadra And Nagar Haveli And Daman And Diu,2011,"Calendar Year (Jan - Dec), 2011",28.50000000000000000000
784,India,38,The Dadra And Nagar Haveli And Daman And Diu,2012,"Calendar Year (Jan - Dec), 2012",27.50000000000000000000
785,India,38,The Dadra And Nagar Haveli And Daman And Diu,2013,"Calendar Year (Jan - Dec), 2013",25.50000000000000000000
786,India,38,The Dadra And Nagar Haveli And Daman And Diu,2014,"Calendar Year (Jan - Dec), 2014",22.00000000000000000000
787,India,38,The Dadra And Nagar Haveli And Daman And Diu,2015,"Calendar Year (Jan - Dec), 2015",19.50000000000000000000
788,India,38,The Dadra And Nagar Haveli And Daman And Diu,2016,"Calendar Year (Jan - Dec), 2016",18.00000000000000000000
789,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Calendar Year (Jan - Dec), 2017",15.00000000000000000000
790,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Calendar Year (Jan - Dec), 2018",14.50000000000000000000
